 100: max:0.643, min:0.429, mean:0.548
 200: max:0.786, min:0.571, mean:0.676
 400: max:0.679, min:0.500, mean:0.601
 800: max:0.750, min:0.536, mean:0.661
1600: max:0.750, min:0.536, mean:0.701
3200: max:0.714, min:0.500, mean:0.640
